,Municipio,UF,NomeEstacao,CodEstacao,Latitude,Longitude,Altitude,StatusEstacao
269,Paranaita,MT,UHE Teles Pires Reservatório 5,17383700,-9.3739,-56.7789,220.0,Ativo
270,Paranaita,MT,UHE Teles Pires Reservatório 4,17383750,-9.3692,-56.7769,220.0,Ativo
271,Paranaita,MT,UHE Teles Pires Reservatório 3,17383800,-9.3611,-56.7889,220.0,Ativo
272,Paranaita,MT,UHE Teles Pires Reservatório 2,17383900,-9.3558,-56.7789,220.0,Ativo
273,Paranaita,MT,UHE Teles Pires Reservatório 1,17384300,-9.3306,-56.7769,164.0,Ativo
274,Alta Floresta,MT,PCH Cabeça De Boi Barramento,17389500,-10.3553,-56.9811,271.0,Ativo
275,Apiacás,MT,UHE São Manoel Jusante 1,17390100,-9.1653,-57.0608,151.0,Ativo
276,Alta Floresta,MT,UHE Salto Apiacás Barramento,17393500,-10.3394,-56.9822,247.0,Ativo
277,Alta Floresta,MT,PCH Da Fazenda Barramento,17394000,-10.3303,-56.9828,221.0,Ativo
278,Apiacás,MT,UHE São Manoel Rio Apiacás,17395900,-9.1922,-57.0686,153.0,Ativo
279,Jacareacanga,PA,UHE São Manoel Barramento,17396080,-9.1875,-57.0428,156.0,Ativo
280,Apiacás,MT,UHE São Manoel Jusante 2,17410100,-8.8594,-57.4192,137.0,Ativo
281,Aripuanã,MT,Três Marias,17420000,-7.6147,-57.9503,129.0,Ativo
282,Borba,AM,Barra Do São Manuel,17430000,-7.3397,-58.1553,0.0,Ativo
283,Itaituba,PA,Jamanxim,17680000,-5.4556,-55.87,0.0,Ativo
284,Aveiro,PA,Aveiro,17835400,-3.6042,-55.3322,0.0,Ativo
285,Aveiro,PA,Fordlândia,17835600,-3.8314,-55.5003,0.0,Ativo
286,Santarém,PA,UHE Curuá-Una Rio Mojú,18090100,-3.1569,-54.7867,0.0,Ativo
287,Santarém,PA,UHE Curuá-Una Rio Mojuí,18114000,-2.8839,-54.755,0.0,Ativo
288,Santarém,PA,UHE Curuá-Una Barramento,18116900,-2.8156,-54.2997,0.0,Ativo
289,Feliz Natal,MT,Foz Ronuro,18421000,-12.3692,-54.1383,0.0,Ativo
290,Marcelândia,MT,Riacho De Deus,18422000,-11.1272,-54.4767,280.0,Ativo
291,Nova Ubiratã,MT,PCH Ars Barramento,18422480,-13.0983,-54.8181,331.5,Ativo
292,Nova Ubiratã,MT,PCH Ars Jusante 2,18422600,-12.7847,-54.6806,400.0,Ativo
293,Cumaru Do Norte,PA,Fazenda Rio Dourado,18480000,-8.3269,-51.4603,0.0,Ativo
294,São Félix Do Xingú,PA,Boa Esperança,18500000,-6.7453,-51.7736,0.0,Ativo
295,São Félix Do Xingú,PA,Boa Esperança,18500000,-6.7453,-51.7736,0.0,Ativo
296,Altamira,PA,Laranjeiras,18600000,-5.6967,-54.2456,0.0,Ativo
297,Altamira,PA,Pedra Do Ó,18700000,-4.5278,-54.0125,0.0,Ativo
298,Vitória Do Xingu,PA,UHE Belo Monte Barramento Intermediário,18820900,-3.1311,-51.7719,100.0,Ativo
299,Vitória Do Xingu,PA,UHE Belo Monte Barramento,18864000,-3.4228,-51.9653,98.51,Ativo
300,Anapu,PA,Fazenda Cipaúba,18880000,-3.7314,-51.5675,0.0,Ativo
301,Vitória Do Xingu,PA,Vitória Do Xingu,18936000,-2.8819,-52.0114,0.0,Ativo
302,Vitória Do Xingu,PA,Vitória Do Xingu,18936000,-2.8819,-52.0114,0.0,Ativo
303,Senador José Porfirio,PA,Souzel,18938001,-2.6219,-51.9544,0.0,Ativo
304,Senador José Porfirio,PA,Souzel,18938001,-2.6219,-51.9544,0.0,Ativo
305,Laranjal Do Jarí,AP,Laranjal Do Jari,19152500,-0.8569,-52.525,0.0,Ativo
306,Pacajá,PA,Pacajás,19985000,-3.8511,-50.6397,0.0,Ativo
307,Planaltina,GO,Rio Maranhão,20000900,-15.49,-47.6858,0.0,Ativo
308,Brasília,DF,Ribeirão Palmeiras,20000950,-15.5281,-47.7419,0.0,Ativo
309,Brasília,DF,Sonhem,20001050,-15.5231,-47.8158,0.0,Ativo
310,Planaltina,GO,Palma,20001400,-15.4875,-48.0458,0.0,Ativo
311,Padre Bernardo,GO,Rio Do Sal,20008000,-15.4981,-48.1406,0.0,Ativo
312,Niquelândia,GO,UHE Serra Da Mesa Rio Maranhão,20050050,-14.9794,-48.6669,0.0,Ativo
313,Jaraguá,GO,Jaraguá,20100000,-15.7242,-49.3219,598.0,Ativo
314,Rianápolis,GO,PCH Cachoeira Do Lavrinha Montante,20110900,-15.5239,-49.4703,0.0,Ativo
315,Rianápolis,GO,PCH Cachoeira Do Lavrinha Barramento,20120000,-15.5175,-49.4856,562.0,Ativo
316,Uruana,GO,Uruana,20200000,-15.4961,-49.6908,600.0,Ativo
317,Minaçu,GO,UHE Serra Da Mesa Reservatório,20919000,-13.8444,-48.3164,0.0,Ativo
318,São João D''Aliança,GO,Projeto Flores De Goiás Montante,21210200,-14.8061,-47.3667,485.0,Manutenção
319,São João D''Aliança,GO,Projeto Flores De Goiás Barramento,21210250,-14.6867,-47.2792,470.85,Ativo
320,Novo Jardim,TO,PCH Piarucum Montante,21273000,-11.9381,-46.595,669.0,Ativo
321,Ponte Alta Do Bom Jesus,TO,CGH Sirivera Montante,21273100,-11.9244,-46.255,590.0,Ativo
322,Ponte Alta Do Bom Jesus,TO,CGH Sirivera Barramento,21273300,-11.925,-46.2772,546.0,Ativo
323,Ponte Alta Do Tocantins,TO,CGH Palmeiras Barramento,21273500,-11.9308,-46.3289,492.0,Ativo
324,Ponte Alta Do Tocantins,TO,CGH Sucuri Jusante,21273550,-11.9283,-46.3144,486.0,Ativo
325,Ponte Alta Do Tocantins,TO,CGH Palmeiras Jusante,21273600,-11.9311,-46.3322,486.0,Ativo
326,Novo Jardim,TO,PCH Piarucum Barramento,21274000,-11.9808,-46.6425,402.0,Ativo
327,Buritinópolis,GO,PCH Santa Edwiges II Barramento,21291000,-14.3575,-46.1978,700.0,Ativo
328,Buritinópolis,GO,PCH Santa Edwiges II Jusante,21291100,-14.3653,-46.2556,0.0,Ativo
329,Buritinópolis,GO,PCH Santa Edwiges III Barramento,21291500,-14.3708,-46.3194,566.0,Ativo
330,Buritinópolis,GO,PCH Santa Edwiges III Jusante,21292000,-14.3722,-46.3242,534.0,Ativo
331,Nova Roma,GO,Nova Roma (Faz.Sucuri),21500000,-13.7625,-46.8375,0.0,Ativo
332,Dianópolis,TO,PCH Doido Barramento,21780260,-11.71,-46.7506,477.0,Ativo
333,Dianópolis,TO,PCH Doido Jusante,21780265,-11.71,-46.7514,464.0,Ativo
334,Taipas Do Tocantins,TO,Rio Palmeiras - Taipas,21844900,-12.3233,-46.9439,0.0,Ativo
335,São Salvador Do Tocantins,TO,UHE Peixe Angical Fazenda Barreiro,22042315,-12.785,-48.2403,270.0,Ativo
336,Peixe,TO,Peixe,22050001,-12.0231,-48.5328,235.0,Ativo
337,Peixe,TO,Colonha,22100000,-12.3922,-48.7117,234.0,Ativo
338,Brejinho De Nazaré,TO,Rio Crixás,22170000,-11.1306,-48.8003,0.0,Ativo
339,Dianópolis,TO,PCH Manuel Alves Montante,22184100,-11.4556,-46.9189,411.0,Ativo
340,Dianópolis,TO,PCH Manuel Alves Barramento,22184200,-11.5469,-46.9881,393.0,Ativo
341,Dianópolis,TO,PCH Manuel Alves Jusante,22184210,-11.5467,-46.9947,359.0,Ativo
342,Porto Alegre Do Tocantins,TO,Rio Manuel Alves - Porto Alegre Do To,22186000,-11.8253,-47.1864,0.0,Ativo
343,Almas,TO,Rio Do Peixe - Almas - To,22241000,-11.6667,-47.4392,333.0,Ativo
344,São Valério Da Natividade,TO,Fazenda Lobeira,22250000,-11.5328,-48.2886,230.0,Ativo
345,Miranorte,TO,Rio Providência,22511000,-9.5292,-48.6069,370.0,Ativo
346,Aparecida Do Rio Negro,TO,UHE Estreito Rio Das Balsas,22738000,-10.0017,-47.8272,190.0,Ativo
347,Nova Santa Rosa,PR,Nova Santa Rosa,23453080,-24.4681,-53.9506,0.0,Ativo
348,Imperatriz,MA,UHE Tucuruí Montante 2,23790000,-5.5581,-47.4831,0.0,Ativo
349,Mineiros,GO,CGH Diamantino Jusante,24210100,-17.3306,-52.8025,637.0,Ativo
350,Arenópolis,GO,PCH Rênic Barramento,24735080,-16.475,-51.4167,484.0,Ativo
351,Arenópolis,GO,PCH Rênic Jusante,24735100,-16.475,-51.4133,456.0,Ativo
352,Ivolândia,GO,PCH Santo Antônio Do Caiapó Montante 2,24743000,-16.6847,-51.2325,469.15,Ativo
353,Ivolândia,GO,PCH Santo Antônio Do Caiapó Montante 1,24744000,-16.555,-51.2928,460.0,Ativo
354,Ivolândia,GO,PCH Santo Antônio Do Caiapó Barramento,24744900,-16.4414,-51.3969,454.33,Ativo
355,Arenópolis,GO,PCH Santo Antônio Do Caiapó Jusante,24744920,-16.4353,-51.3958,431.0,Ativo
356,Aragarças,GO,Peres,24800000,-15.8897,-51.8528,0.0,Ativo
357,Araguaiana,MT,Araguaiana,24850000,-15.7381,-51.8281,278.0,Ativo
358,Montes Claros De Goiás,GO,Montes Claros De Goiás,24950000,-15.9397,-51.3575,0.0,Ativo
359,Goiás,GO,Balneário Cachoeira Grande,25100000,-15.9222,-50.1717,474.0,Ativo
360,Jussara,GO,Estação Maria Helena Montante (Pivô 07),25131000,-15.4733,-51.4761,275.5,Ativo
361,Jussara,GO,Estação Maria Helena Jusante (Pivô 10),25131100,-15.4428,-51.4872,278.0,Ativo
362,Nova Xavantina,MT,Rio Pindaíba,26150000,-14.5997,-51.7197,281.0,Ativo
363,Formoso Do Araguaia,TO,Fazenda Dois Rios,26713000,-10.8014,-49.9539,0.0,Ativo
364,Sandolândia,TO,Dorilândia,26721000,-12.2125,-49.6628,0.0,Ativo
365,Formoso Do Araguaia,TO,Jusante Projeto Rio Formoso,26751000,-11.655,-49.6228,0.0,Ativo
366,Aliança Do Tocantins,TO,Ponte Rio Dueré,26790000,-11.3231,-49.2592,211.0,Ativo
367,Lagoa Da Confusão,TO,Foz Rio Dueré,26792000,-11.1222,-49.6303,0.0,Ativo
368,Lagoa Da Confusão,TO,Rio Urubu Fazenda São Bento,26795100,-10.7825,-49.4253,180.0,Ativo
369,Lagoa Da Confusão,TO,Rio Urubu Fazenda Fortaleza,26795700,-10.8636,-49.6756,370.0,Ativo
370,Dueré,TO,Foz Rio Xavante,26796000,-11.4011,-49.6556,0.0,Ativo
371,Dueré,TO,Rio Formoso,26798000,-11.3811,-49.6819,0.0,Ativo
372,Dueré,TO,Rio Formoso Loroti,26798100,-11.2033,-49.7572,0.0,Ativo
373,Lagoa Da Confusão,TO,Foz Rio Urubu,26798500,-10.8278,-49.7956,0.0,Ativo
374,Lagoa Da Confusão,TO,Foz Rio Formoso,26799000,-10.5856,-49.9264,0.0,Ativo
375,Caseara,TO,Rio Caiapó - Faz Grupo Agropaulo,27300900,-9.1261,-49.7431,370.0,Ativo
376,Conceição Do Araguaia,PA,UHE Tucuruí Rio Araguaia  2,27490000,-8.3611,-49.2775,0.0,Ativo
377,Arapoema,TO,Arapoema,27550000,-7.6136,-49.0453,167.0,Ativo
378,Xambioá,TO,UHE Tucuruí Rio Araguaia  1,28300100,-6.3997,-48.5281,0.0,Ativo
379,Riachinho,TO,Rio Corda Riachinho,28318000,-6.5178,-48.1514,0.0,Ativo
380,Marabá,PA,UHE Tucuruí Rio Itacaiúnas,29110000,-5.4886,-49.2233,0.0,Ativo
381,Itupiranga,PA,Itupiranga,29200000,-5.1281,-49.3242,65.6,Ativo
382,Calçoene,AP,Cunani,30070000,2.6978,-51.3611,0.0,Ativo
383,Porto Grande,AP,UHE Cachoeira Caldeirão Montante 3,30189000,-0.9089,-51.6039,70.0,Ativo
384,Porto Grande,AP,UHE Cachoeira Caldeirão Montante 1,30400040,0.7144,-51.4217,54.0,Ativo
385,Ferreira Gomes,AP,UHE Coaracy Nunes Reservatório 2,30400074,0.8647,-51.2878,0.0,Ativo
386,Ferreira Gomes,AP,UHE Coaracy Nunes Reservatório 1,30400076,0.8794,-51.2817,0.0,Ativo
387,Ferreira Gomes,AP,UHE Ferreira Gomes Reservatório 2,30498000,0.9122,-51.2442,23.0,Ativo
388,Tomé-Açu,PA,Fazenda Maringa,31680000,-3.1372,-48.0847,0.0,Ativo
389,São Domingos Do Capim,PA,Badajós,31700000,-2.5128,-47.7681,0.0,Ativo
390,Paragominas,PA,Fazenda Rural Zebu,32540000,-3.3197,-46.8456,0.0,Ativo
391,Paragominas,PA,Cafezal,32550000,-2.7717,-46.8028,0.0,Ativo
392,São Luís Gonzaga Do Maranhão,MA,São Luiz Gonzaga,33286000,-4.37,-44.6758,18.0,Ativo
393,Colinas,MA,Colinas,33480000,-6.0208,-44.2486,122.0,Ativo
394,Governador Eugenio Barros,MA,Montevidéu,33530000,-5.3372,-43.8844,93.0,Ativo
395,Coroata,MA,Coroatá,33630000,-4.1258,-44.1297,34.0,Ativo
396,Cantanhede,MA,Cantanhede,33680000,-3.6278,-44.3792,15.0,Ativo
397,Itapecuru Mirim,MA,Itapecuru-Mirim,33690100,-3.3922,-44.3619,15.0,Ativo
398,Alto Parnaíba,MA,UHE Boa Esperança (Castelo Branco) Montante 2,34020980,-9.1131,-45.9264,220.0,Ativo
399,Ribeiro Gonçalves,PI,UHE Boa Esperança (Castelo Branco) Montante 1,34059900,-7.5558,-45.2436,0.0,Ativo
400,Ribeiro Gonçalves,PI,Ribeiro Gonçalves,34060000,-7.5667,-45.2544,197.0,Ativo
401,Uruçuí,PI,UHE Boa Esperança (Castelo Branco)Rio Uruçuí Preto,34089980,-7.3903,-44.6136,0.0,Ativo
402,Balsas,MA,UHE Boa Esperança (Castelo Branco) Balsas 2,34129980,-7.5342,-46.0344,224.0,Ativo
403,São Félix De Balsas,MA,UHE Boa Esperança (Castelo Branco) Balsas 1,34160900,-7.0817,-44.8117,0.0,Ativo
404,Guadalupe,PI,UHE Boa Esperança (Castelo Branco) Reservatório,34219060,-6.7567,-43.5858,0.0,Ativo
405,Guadalupe,PI,Guadalupe,34219100,-6.7722,-43.5469,113.0,Ativo
406,Fronteiras,PI,Açude Barreiras,34345000,-7.095,-40.5883,0.0,Ativo
407,Campinas Do Piauí,PI,Açude Cacimba,34419000,-7.7256,-41.8378,0.0,Ativo
408,Francisco Macedo,PI,Açude Estreito,34440000,-7.3347,-40.8447,0.0,Ativo
409,Patos Do Piauí,PI,Açude Poço Do Marruá,34445000,-7.7031,-41.2353,0.0,Ativo
410,Bocaina,PI,Bocaina - Jusante,34464100,-6.9172,-41.3056,231.0,Ativo
411,Campo Maior,PI,Açude Corredores,34700000,-5.1028,-42.0397,0.0,Ativo
412,Campo Maior,PI,Açude Emparedado,34701000,-5.0808,-42.0556,0.0,Ativo
413,Valença Do Piauí,PI,Açude Mesa De Pedra,34710000,-6.1936,-41.9928,0.0,Ativo
414,Croatá,CE,Croatá,34730000,-4.4156,-40.9108,580.0,Ativo
415,Juazeiro Do Piauí,PI,Castelo - Montante,34745010,-5.0667,-41.5833,0.0,Ativo
416,Juazeiro Do Piauí,PI,Castelo - Montante,34745010,-5.0667,-41.5833,0.0,Ativo
417,São Miguel Do Tapuio,PI,Açude São Vicente,34750100,-5.51,-41.3456,0.0,Ativo
418,José De Freitas,PI,Açude Bezerros,34912000,-4.7689,-42.6078,0.0,Ativo
419,Esperantina,PI,Esperantina,34940000,-3.9028,-42.2297,56.0,Ativo
420,Piracuruca,PI,Açude Piracuruca,34977000,-3.9608,-41.6703,0.0,Ativo
421,Piracuruca,PI,Piracuruca - Jusante,34977005,-3.9594,-41.6739,64.0,Ativo
422,Piracuruca,PI,Piracuruca - Jusante,34977005,-3.9594,-41.6739,64.0,Ativo
423,Ubajara,CE,Reservatório Granjeiro,34978500,-3.9,-40.9539,0.0,Ativo
424,Chaval,CE,Chaval Retiro,35050000,-3.0786,-41.255,0.0,Ativo
425,Luís Correia,PI,Senador Freitas Neto,35110100,-3.0039,-41.4489,95.0,Ativo
426,Luís Correia,PI,Senador Freitas Neto,35110100,-3.0039,-41.4489,95.0,Ativo
427,Moraujo,CE,Moraújo,35125000,-3.4647,-40.6853,74.0,Ativo
428,Santa Quitéria,CE,Várzea Do Grosso,35235000,-4.1442,-40.43,180.0,Ativo
429,Santa Quitéria,CE,Trapiá,35240000,-4.195,-40.3178,90.0,Ativo
430,Groairas,CE,Siarão,35255000,-3.9039,-40.4053,0.0,Ativo
431,Groairas,CE,Groairas,35260000,-3.9092,-40.3797,80.0,Ativo
432,Sobral,CE,Açude Taquara,35262000,-3.8986,-40.6122,0.0,Ativo
433,Sobral,CE,Sobral,35275000,-3.6883,-40.3389,75.0,Ativo
434,Itarema,CE,Vila Nova,35301000,-3.0247,-39.8706,0.0,Ativo
435,Itapipoca,CE,Betânia,35370600,-3.2844,-39.6528,0.0,Ativo
436,Caucaia,CE,Campo Grande,35669100,-3.7619,-38.6844,0.0,Ativo
437,Saboeiro,CE,Malhada,36045000,-6.6461,-39.9617,320.0,Ativo
438,Jucás,CE,Sítio Patos,36070000,-6.5206,-39.6386,0.0,Ativo
439,Cariús,CE,Sítio Poço Dantas,36125000,-6.5578,-39.5086,230.0,Ativo
440,Cariús,CE,Cariús,36130000,-6.5344,-39.4997,230.0,Ativo
441,Missão Velha,CE,Sítio Lapinha,36210000,-7.2222,-39.1439,350.0,Ativo
442,Lavras Da Mangabeira,CE,Lavras Da Mangabeira,36270000,-6.75,-38.9667,247.0,Ativo
443,Senador Pompeu,CE,Senador Pompeu,36470000,-5.5958,-39.3811,173.0,Ativo
444,Quixeramobim,CE,Quixeramobim,36520000,-5.2014,-39.2922,187.0,Ativo
445,Russas,CE,Passagem Russas,36628000,-4.9344,-37.8878,0.0,Ativo
446,José Da Penha,RN,Açude Arapuã,37010000,-6.355,-38.2764,310.0,Ativo
447,Antônio Martins,RN,Açude Corredor,37020000,-6.1886,-37.9531,270.97,Ativo
448,Paraná,RN,Açude Antas,37024000,-6.4283,-35.6511,0.0,Ativo
449,Marcelino Vieira,RN,Açude Marcelino Vieira Montante,37025900,-6.3633,-38.2081,235.0,Ativo
450,Marcelino Vieira,RN,Açude Marcelino Vieira,37026000,-6.3286,-38.1781,237.0,Ativo
451,Francisco Dantas,RN,Açude Tesoura,37029000,-6.0844,-38.1256,217.7,Ativo
452,Pau Dos Ferros,RN,Açude 25 De Março,37031500,-6.1114,-38.215,203.2,Ativo
453,Encanto,RN,Açude Encanto Montante,37031900,-6.1472,-38.3347,219.89,Ativo
454,Encanto,RN,Açude Encanto,37032000,-6.1239,-38.3156,0.0,Ativo
455,São Miguel,RN,Açude Bonito II,37041000,-6.2153,-38.4314,518.0,Ativo
456,José Da Penha,RN,Açude Flechas,37045000,-6.3056,-38.2486,251.0,Ativo
457,Luís Gomes,RN,Açude Lulu Pinto,37045500,-6.3958,-38.3894,0.0,Ativo
458,Rafael Fernandes,RN,Açude Santana De Pau Dos Ferros(Gangorra),37047000,-6.2211,-38.2572,233.72,Ativo
459,Pilões,RN,Açude Pilões - Rn,37049000,-6.2708,-38.0367,250.66,Ativo
460,Rodolfo Fernandes,RN,Açude Riachão,37049700,-5.8289,-38.0636,173.78,Ativo
461,Riacho Da Cruz,RN,Açude Riacho Da Cruz,37051000,-5.9361,-37.9403,170.88,Ativo
462,São Francisco Do Oeste,RN,Açude São Gonçalo,37052000,-5.9778,-38.18,184.28,Ativo
463,Umarizal,RN,Açude Rodeador,37053000,-6.0525,-37.7814,178.41,Ativo
464,Severiano Melo,RN,Açude Malhada Vermelha,37062000,-5.7842,-37.9161,0.0,Ativo
465,Riacho Da Cruz,RN,Açude Santa Cruz Do Apodi Montante,37062700,-5.8739,-37.9606,113.34,Ativo
466,Rodolfo Fernandes,RN,Açude Sossego,37064000,-5.795,-38.0708,183.01,Ativo
467,Itaú,RN,Açude Passagem,37065000,-5.8519,-38.01,154.05,Ativo
468,Itaú,RN,Açude Currais,37067000,-5.83,-37.9803,140.7,Ativo
469,Umarizal,RN,Açude Umarizal (Inspetoria),37075000,-6.01,-37.8158,285.0,Ativo
470,Caraubas,RN,Açude Apanha Peixe,37075100,-5.6539,-37.6925,41.57,Ativo
471,Olho D''Água Do Borges,RN,Açude Brejo,37141000,-5.9572,-37.7217,143.36,Ativo
472,Augusto Severo,RN,Açude Morcego,37142000,-5.8817,-37.3456,103.82,Ativo
473,Patú,RN,Açude Tourão,37144000,-6.0181,-37.6464,194.46,Ativo
474,Caraubas,RN,Açude Santo Antonio De Caraúbas,37145000,-5.9058,-37.5078,138.73,Ativo
475,São João Do Sabugi,RN,Açude Carnaúba - Jusante,37145910,-6.6269,-37.1489,177.0,Ativo
476,São João Do Sabugi,RN,Açude Carnaúba - Jusante,37145910,-6.6269,-37.1489,177.0,Ativo
477,São João Do Sabugi,RN,Açude Carnaúba,37146000,-6.6297,-37.1497,185.97,Ativo
478,Upanema,RN,Açude Umari Montante,37146900,-5.8278,-37.2767,76.46,Ativo
479,Upanema,RN,Açude Umari,37147000,-5.6956,-37.2536,74.91,Ativo
480,Cachoeira Dos Índios,PB,Açude Cachoeira Da Vaca,37212000,-6.9547,-38.6789,0.0,Ativo
481,Cajazeiras,PB,Açude Engenheiro Ávidos,37217000,-6.9861,-38.4528,316.0,Ativo
482,Cajazeiras,PB,Açude Engenheiro Ávidos Jusante,37217100,-6.9825,-38.4533,0.0,Ativo
483,Aguiar,PB,Açude Lancha I,37226100,-7.0853,-38.2831,0.0,Ativo
484,Sousa,PB,Açude São Gonçalo,37230000,-6.8456,-38.3103,250.0,Ativo
485,Sousa,PB,Açude São Gonçalo Jusante,37230100,-6.8381,-38.3047,0.0,Ativo
486,Tenente Ananias,RN,Açude Jesus Maria José,37235100,-6.4764,-38.1753,343.0,Ativo
487,Uirauna,PB,Açude Arrojado,37236500,-6.5097,-38.4108,0.0,Ativo
488,Cajazeiras,PB,Lagoa Do Arroz - Jusante,37238050,-6.7969,-38.5703,281.0,Ativo
489,Cajazeiras,PB,Lagoa Do Arroz - Jusante,37238050,-6.7969,-38.5703,281.0,Ativo
490,Bom Jesus,PB,Açude Bom Jesus,37238200,-6.82,-38.6431,0.0,Ativo
491,Triunfo,PB,Açude Gamela,37249500,-6.5744,-38.6075,0.0,Ativo
492,Uirauna,PB,Açude Capivara,37253000,-6.5439,-38.4694,0.0,Ativo
493,São João Do Rio Do Peixe,PB,Açude Chupadouro I,37257000,-6.7039,-38.4728,0.0,Ativo
494,São João Do Rio Do Peixe,PB,Açude Chupadouro I,37257000,-6.69333,-38.47166,0.0,Manutenção
495,São Francisco,PB,Açude Paraiso (Luiz Oliveira),37295000,-6.5958,-38.0625,0.0,Ativo
496,Pombal,PB,São Domingos Do Pombal,37297000,-6.8022,-37.9347,0.0,Ativo
497,Manaira,PB,Açude Catolé I,37301000,-7.68611,-38.17527,0.0,Ativo
498,Manaira,PB,Açude Catolé II,37301000,-7.6858,-38.1756,0.0,Ativo
499,Santana De Mangueira,PB,Açude Poço Redondo,37310000,-7.5861,-38.3025,0.0,Ativo
500,Curral Velho,PB,Açude Bruscas,37310600,-7.545,-38.1617,0.0,Ativo
501,Conceição,PB,Açude Condado,37310900,-7.5606,-38.5492,0.0,Ativo
502,Conceição,PB,Açude Serra Vermelha,37311000,-7.545,-38.5208,0.0,Ativo
503,Ibiara,PB,Açude Piranhas,37312000,-7.5031,-38.4417,0.0,Ativo
504,Conceição,PB,Santa Inês - Jusante,37312150,-7.63,-38.5947,421.0,Ativo
505,Conceição,PB,Santa Inês - Jusante,37312150,-7.63,-38.5947,421.0,Ativo
506,Diamante,PB,Pombinho,37320000,-7.4364,-38.3189,0.0,Ativo
507,Nova Olinda,PB,Açude Saco,37320500,-7.5139,-38.0461,0.0,Ativo
508,Juru,PB,Açude Glória,37320700,-7.54,-37.7892,0.0,Ativo
509,Juru,PB,Açude Timbaúba,37321000,-7.5606,-37.8267,0.0,Ativo
510,Água Branca,PB,Açude Bom Jesus II,37322000,-7.4561,-37.6408,0.0,Ativo
511,Tavares,PB,Açude Tavares II,37322100,-7.5933,-37.9119,0.0,Ativo
512,Tavares,PB,Açude Novo,37322300,-7.6436,-37.8764,0.0,Ativo
513,Santana Dos Garrotes,PB,Açude Queimadas,37323000,-7.3931,-37.9689,0.0,Ativo
514,Imaculada,PB,Açude Albino,37324000,-7.3747,-37.5197,0.0,Ativo
515,Ibiara,PB,Açude Vazante,37325000,-7.4214,-38.365,0.0,Ativo
516,Conceição,PB,Açude Video,37326000,-7.3717,-38.41,0.0,Ativo
517,Itaporanga,PB,Açude Cachoeira Do Alves,37326300,-7.3214,-38.2294,0.0,Ativo
518,São José De Caiana,PB,Açude Pimenta,37326500,-7.2233,-38.3033,0.0,Ativo
519,São José De Piranhas,PB,Açude São José 1,37327000,-7.1264,-38.4992,0.0,Ativo
520,Igaracy,PB,Açude Cochos,37328000,-7.1786,-38.16,0.0,Ativo
521,Serra Grande,PB,Açude Cafundó,37329000,-7.2056,-38.3756,0.0,Ativo
522,Piancó,PB,Piancó,37340000,-7.2044,-37.9281,249.0,Ativo
523,Olho D''Água,PB,Açude Jenipapeiro (Buiu),37354000,-7.3253,-37.7583,0.0,Ativo
524,Emas,PB,Açude Emas,37362000,-7.0744,-37.7317,0.0,Ativo
525,Catingueira,PB,Açude Cachoeira Dos Cegos,37362200,-7.0875,-37.6547,0.0,Ativo
526,Coremas,PB,UHE Curemas Reservatório 2 (Mãe D'água),37362900,-7.055,-38.005,0.0,Ativo
527,Aguiar,PB,Açude Frutuoso II,37364000,-7.1158,-38.1917,0.0,Ativo
528,Coremas,PB,UHE Curemas Reservatório 2 (Estevão Marinho),37367900,-7.0467,-37.9456,0.0,Ativo
529,Coremas,PB,Açude Mãe D´Água - Canal Da Redenção,37369060,-7.0233,-37.9856,0.0,Ativo
530,Coremas,PB,UHE Curemas Reservatório 1 (Estevão Marinho),37369120,-7.0269,-37.9414,0.0,Ativo
531,Coremas,PB,Corema - Jusante,37369151,-7.0222,-37.9481,216.0,Ativo
532,Coremas,PB,Corema - Jusante,37369151,-7.0222,-37.9481,216.0,Ativo
533,Coremas,PB,UHE Curemas Barramento 1 (Estevão Marinho),37369152,-7.0242,-37.9481,250.0,Ativo
534,São José Da Lagoa Tapada,PB,Açude Jenipapeiro,37372000,-6.9625,-38.1647,0.0,Ativo
535,Pombal,PB,UHE Curemas Jusante 1,37381000,-6.9636,-37.9247,206.0,Ativo
536,Pombal,PB,UHE Curemas Jusante 2,37381500,-6.7256,-37.7975,175.0,Ativo
537,Riacho Dos Cavalos,PB,Açude Riacho Dos Cavalos,37411500,-6.4319,-37.6517,0.0,Ativo
538,Condado,PB,Açude Engenheiro Arcoverde,37411700,-6.9094,-37.5944,0.0,Ativo
539,Jericó,PB,Açude Carneiro,37412050,-6.5231,-37.8469,0.0,Ativo
540,Frutuoso Gomes (Ex-Mineiro),RN,Açude Lucrécia Montante,37412090,-6.1733,-37.8481,231.46,Ativo
541,Lucrécia,RN,Açude Lucrécia,37412100,-6.1272,-37.8142,220.68,Ativo
542,Bonito De Santa Fé,PB,Açude Bartolomeu I,37417000,-7.3111,-38.4811,0.0,Ativo
543,Teixeira,PB,Açude Sabonete,37419000,-7.2581,-37.2908,0.0,Ativo
544,Teixeira,PB,Açude Bastiana,37419300,-7.2492,-37.2811,0.0,Ativo
545,Teixeira,PB,Açude São Francisco II,37420000,-7.2383,-37.2264,0.0,Ativo
546,Teixeira,PB,Açude Riacho Das Moças,37422000,-7.2383,-37.3108,0.0,Ativo
547,Patos,PB,Açude Farinha,37428000,-7.0786,-37.2469,0.0,Ativo
548,Patos,PB,Açude Jatobá I,37429000,-7.0614,-37.2694,0.0,Ativo
