,Municipio,UF,NomeEstacao,CodEstacao,Latitude,Longitude,Altitude,StatusEstacao
1626,Maximiliano De Almeida,RS,PCH Forquilha IV Barramento,72451000,-27.6147,-51.7508,510.0,Ativo
1627,Carlos Gomes,RS,Passo Santa Tereza,72630900,-27.7075,-51.8858,0.0,Ativo
1628,Piratuba,SC,UHE Machadinho Jusante,72700000,-27.5206,-51.8108,372.0,Ativo
1629,Ibicaré,SC,PCH Linha Rica Montante,72816000,-27.0939,-51.3658,557.0,Ativo
1630,Ibicaré,SC,PCH Linha Rica Barramento,72816100,-27.1194,-51.4069,747.0,Ativo
1631,Erval Velho,SC,CGH Salto Do Leão Barramento,72860080,-27.3147,-51.475,630.0,Ativo
1632,Campos Novos,SC,PCH Barra Do Leão Montante,72870100,-27.3003,-51.5236,507.37,Ativo
1633,Campos Novos,SC,PCH Barra Do Leão Barramento,72870200,-27.2975,-51.5522,505.24,Ativo
1634,Ouro,SC,Doze Passos,72920000,-27.3431,-51.6483,449.0,Ativo
1635,São Domingos,SC,PCH Santa Luzia Alto Rio Bonito,73100000,-26.5492,-52.5311,627.0,Ativo
1636,Aratiba,RS,Pinguela Dourado Aratiba,73100300,-27.4161,-52.2361,0.0,Ativo
1637,Irati,SC,PCH Barrinha Montante,73203000,-26.6556,-52.9108,420.0,Ativo
1638,Irati,SC,PCH Barrinha Barramento,73203200,-26.6931,-52.9003,415.0,Ativo
1639,Jardinópolis,SC,PCH Lambari Montante,73204000,-26.7169,-52.8914,983.0,Ativo
1640,Faxinal Dos Guedes,SC,PCH Barra Das Águas Montante,73290100,-26.9319,-52.1447,666.0,Ativo
1641,Faxinal Dos Guedes,SC,PCH Barra Das Águas Barramento,73317000,-26.9547,-52.3008,540.0,Ativo
1642,São Valentim,RS,UHE Monjolinho Rio Erechim,73448000,-27.5703,-52.6781,466.0,Ativo
1643,Água Doce,SC,PCH Das Pedras Barramento,73571000,-26.6803,-51.7808,1100.0,Ativo
1644,Água Doce,SC,PCH Das Pedras Jusante,73571500,-26.6808,-51.8094,1085.0,Ativo
1645,Abelardo Luz,SC,PCH Ludesa Montante,73582900,-26.6264,-52.2267,783.0,Ativo
1646,Passos Maia,SC,PCH Ponte Serrada Montante,73680800,-26.7808,-51.9478,0.0,Ativo
1647,Passos Maia,SC,PCH Ponte Serrada Barramento,73680900,-26.7711,-52.0331,0.0,Ativo
1648,Passos Maia,SC,PCH Celso Ramos Montante,73690030,-26.7758,-52.0422,805.0,Ativo
1649,Coronel Freitas,SC,Porto Fae Novo,73770000,-26.8175,-52.7344,360.0,Ativo
1650,Jardinópolis,SC,PCH Lambari Barramento,73790000,-26.7567,-52.9081,353.0,Ativo
1651,Águas Frias,SC,PCH Coração Montante,73800000,-26.7844,-52.9289,336.0,Ativo
1652,Águas Frias,SC,PCH Coração Barramento,73819000,-26.8544,-52.9006,320.0,Ativo
1653,Águas Frias,SC,Tarumãzinho,73825000,-26.8578,-52.8736,0.0,Ativo
1654,Saudades,SC,Saudades,73900000,-26.9244,-53.0089,263.0,Ativo
1655,Iraí,RS,Rio Do Mel Iraí,74100010,-27.2139,-53.2467,0.0,Ativo
1656,Carazinho,RS,CGH Mata Cobra Montante 1,74120750,-28.2653,-52.8969,492.0,Ativo
1657,Anchieta,SC,PCH Garça Branca Montante,74200500,-26.5406,-53.4375,362.0,Ativo
1658,Anchieta,SC,PCH Garça Branca Barramento,74200900,-26.5769,-53.4344,337.0,Ativo
1659,Anchieta,SC,PCH Roncador Montante,74200980,-26.4692,-53.3094,580.0,Ativo
1660,Anchieta,SC,PCH Roncador Barramento,74201000,-26.4628,-53.3164,577.0,Ativo
1661,Iraí,RS,Passo Rio Da Várzea,74270010,-27.2775,-53.32,0.0,Ativo
1662,Anchieta,SC,PCH Garça Branca Jusante,74300200,-26.5869,-53.4281,332.0,Ativo
1663,Romelândia,SC,PCH Âmbar Barramento,74322100,-26.7228,-53.3431,308.0,Ativo
1664,Romelândia,SC,PCH Âmbar Jusante,74322200,-26.7511,-53.3522,284.0,Ativo
1665,Itapiranga,SC,Itapiranga,74329000,-27.1717,-53.7097,162.0,Ativo
1666,Itapiranga,SC,Itapiranga,74329000,-27.1717,-53.7097,162.0,Ativo
1667,Guarani Das Missões,RS,Ponte Comandaí Guarani Das Missões,74360010,-28.1397,-54.5603,0.0,Ativo
1668,Taquaruçu Do Sul,RS,CGH Granja Velha Montante,74361000,-27.4233,-53.5406,276.0,Ativo
1669,Tenente Portela,RS,CPRM - Rio Guarita Palmitinho,74370010,-27.3328,-53.6444,0.0,Ativo
1670,Bandeirante,SC,PCH Belmonte Barramento,74423080,-26.8347,-53.6658,259.0,Ativo
1671,Bandeirante,SC,CGH Belmonte Jusante,74423100,-26.8375,-53.6628,252.0,Ativo
1672,Santo Augusto,RS,Ponte Do Rio Turvo,74460000,-27.8247,-53.7303,400.0,Ativo
1673,Três Passos,RS,Três Passos,74470000,-27.3922,-53.8808,240.0,Ativo
1674,Tiradentes Do Sul,RS,Alto Uruguai,74500000,-27.3019,-54.1397,119.9,Ativo
1675,Horizontina,RS,Cascata Buricá Nova,74600900,-27.5222,-54.2333,0.0,Ativo
1676,Porto Maua,RS,Porto Mauá,74720000,-27.5781,-54.6831,120.0,Ativo
1677,Tuparendi,RS,Cerro Alto Tuparendi,74761000,-27.7661,-54.6236,0.0,Ativo
1678,Bozano,RS,PCH Passo Do Ajuricaba Montante,75155010,-28.2869,-53.7803,299.0,Ativo
1679,Ijuí,RS,PCH Sede II Montante,75175100,-28.4008,-53.8283,0.0,Ativo
1680,Ijuí,RS,PCH Sede II Barramento,75185200,-28.3711,-53.8792,0.0,Ativo
1681,Coronel Barros,RS,Prop. Ponte Rio Conceição,75205010,-28.3839,-54.0325,0.0,Ativo
1682,Santo Angelo,RS,Assoc. Esportiva Entre-Ijuís,75230010,-28.3553,-54.2683,0.0,Ativo
1683,São Miguel Das Missões,RS,Passo Do Dias,75400010,-28.6567,-54.4594,0.0,Ativo
1684,Garruchos,RS,Garruchos,75550000,-28.1822,-55.6433,54.0,Ativo
1685,Itacurubi,RS,Prop. Rural Itacurubi (CPRM),75650010,-28.7425,-55.1625,0.0,Ativo
1686,São Borja,RS,Passo Do Novo Sto. Ant. Missões,75650900,-28.6825,-55.5794,0.0,Ativo
1687,São Borja,RS,Passo Butuí Br 472 S. Borja,75831000,-28.8531,-56.0861,0.0,Ativo
1688,Entre-Ijuis,RS,PCH Rincão Barramento,75881800,-28.4208,-54.2978,216.0,Ativo
1689,Entre-Ijuis,RS,PCH Rincão Jusante,75881900,-28.4228,-54.3006,216.0,Ativo
1690,Quevedos,RS,PCH Quebra Dentes Montante 2,76069450,-29.2586,-53.9442,335.0,Ativo
1691,Quevedos,RS,PCH Quebra Dentes Montante 1,76069500,-29.2661,-53.9483,333.0,Ativo
1692,Quevedos,RS,PCH Quebra Dentes Barramento,76069900,-29.3642,-54.0117,314.0,Ativo
1693,Quevedos,RS,PCH Quebra Dentes Jusante,76070500,-29.3878,-54.0222,220.0,Ativo
1694,Quevedos,RS,PCH Cachoeira Cinco Veados Barramento,76084000,-29.4192,-54.05,195.0,Ativo
1695,Quevedos,RS,PCH Cachoeira Cinco Veados Jusante,76084040,-29.4208,-54.0528,178.0,Ativo
1696,Cacequi,RS,Passo Santa Vitória,76111010,-29.8372,-54.7981,0.0,Ativo
1697,Quevedos,RS,PCH Salto Do Guassupi Arroio Socavão,76112000,-29.4578,-54.1278,140.0,Ativo
1698,Quevedos,RS,PCH Saldo Do Guassupi Montante,76115400,-29.4017,-53.9408,302.0,Ativo
1699,Quevedos,RS,PCH Salto Do Guassupi Barramento,76115600,-29.4092,-53.9975,292.0,Ativo
1700,Quevedos,RS,PCH Salto Do Guassupi Rio Toropi Mirim,76115800,-29.4611,-54.1942,565.0,Ativo
1701,Alegrete,RS,Ponte Ibirocaí,76150050,-29.4683,-56.4756,0.0,Ativo
1702,Dom Pedrito,RS,Passo Da Ferraria,76220900,-31.1417,-54.3806,0.0,Ativo
1703,Rosário Do Sul,RS,Ponte Ibicui Da Armada,76300000,-30.2808,-54.9031,80.0,Ativo
1704,Cacequi,RS,Ponte São Simão Cacequi,76378900,-29.9433,-54.9317,0.0,Ativo
1705,Cacequi,RS,Ponte RS-640 / Rio Cacequi,76380050,-29.895,-54.8531,0.0,Ativo
1706,Jaguari,RS,Ponte Rio Jaguari,76431995,-29.4997,-54.6889,0.0,Ativo
1707,Alegrete,RS,Jacaquá,76500040,-29.6869,-55.1964,0.0,Ativo
1708,Alegrete,RS,Fundação Maronna Alegrete,76660900,-30.0681,-55.6594,0.0,Ativo
1709,Alegrete,RS,Passo Do Osório Alegrete,76741900,-29.9514,-55.5992,0.0,Ativo
1710,Bagé,RS,Fazenda São Jorge / Bagé,79200010,-31.4533,-54.13,0.0,Ativo
1711,Aceguá,RS,Estância Da Lagoa - Rio Negro / Bagé,79400400,-31.6122,-54.3908,0.0,Ativo
1712,Bertioga,SP,PCH Itatinga Montante,80245600,-23.7439,-46.1294,705.0,Ativo
1713,Bertioga,SP,PCH Itatinga Barramento,80245700,-23.745,-46.1275,700.0,Ativo
1714,Cubatão,SP,Cubatão,80360600,-23.8775,-46.4197,15.0,Ativo
1715,Cerro Azul,PR,Balsa Do Cerro Azul,81135000,-24.7964,-49.2725,270.0,Ativo
1716,Sete Barras,SP,Sete Barras,81420000,-24.3925,-47.925,35.0,Ativo
1717,Juquiá,SP,Porto Da Goiaba,81545000,-24.2886,-47.6172,0.0,Ativo
1718,Registro,SP,Registro,81683000,-24.49,-47.8367,10.0,Ativo
1719,Cajati,SP,Barra Do Azeite – PCD,81699000,-24.8003,-48.1736,0.0,Ativo
1720,Cajati,SP,Jacupiranguinha – PCD,81709050,-24.7597,-48.1711,0.0,Ativo
1721,Guaraqueçaba,PR,Colônia Rio Verde,82002000,-25.16,-48.2425,45.0,Ativo
1722,Antonina,PR,Pinguela,82065000,-25.2431,-48.7481,10.0,Ativo
1723,Schroeder,SC,PCH Itapocuzinho IIa Montante,82410000,-26.2944,-49.1567,653.0,Ativo
1724,Schroeder,SC,PCH Itapoucuzinho IIa Barramento,82410050,-26.3022,-49.1536,650.0,Ativo
1725,Schroeder,SC,PCH Bracinho Jusante,82430100,-26.3239,-49.0922,121.0,Ativo
1726,Taió,SC,DCSC Barragem Oeste Taió,83029940,-27.0967,-50.0383,362.0,Ativo
1727,Taió,SC,Barragem Oeste,83030000,-27.0972,-50.0386,340.0,Ativo
1728,Salete,SC,Ponte Moratelli,83035000,-26.9689,-50.0017,0.0,Ativo
1729,Ituporanga,SC,DCSC Barragem Sul Ituporanga,83145100,-27.5036,-49.5533,412.0,Ativo
1730,Ituporanga,SC,DCSC Barragemsul Ituporanga Jusante,83145140,-27.4819,-49.5828,373.0,Ativo
1731,Ibirama,SC,Ibirama,83440000,-27.0539,-49.5167,151.0,Ativo
1732,Benedito Novo,SC,PCH Alto Benedito II Barramento,83610400,-26.7836,-49.4169,333.0,Ativo
1733,Benedito Novo,SC,PCH Alto Benedito II Jusante,83610500,-26.7758,-49.3719,148.0,Ativo
1734,Rio Dos Cedros,SC,PCH Palmeiras Jusante,83674100,-26.6708,-49.325,227.0,Ativo
1735,Camboriu,SC,Captação,83910100,-27.0208,-48.6628,0.0,Ativo
1736,Águas Mornas,SC,Alto Cubatão,84098000,-27.7481,-48.9306,243.0,Ativo
1737,Camboriu,SC,Braço,84110000,-27.0239,-48.7044,0.0,Ativo
1738,Torres,RS,Rio Do Forno Mampituba,84420000,-29.2933,-49.8231,0.0,Ativo
1739,Camboriu,SC,Canoas,84422100,-27.0892,-48.6931,0.0,Ativo
1740,Anitápolis,SC,PCH Santa Rosa Montante,84520002,-28.0017,-49.1139,313.79,Ativo
1741,Santa Rosa De Lima,SC,PCH Santa Rosa Barramento,84520008,-28.0131,-49.1225,301.0,Ativo
1742,São Martinho,SC,PCH Capivari Barramento,84597250,-28.1086,-48.9594,190.0,Ativo
1743,Sombrio,SC,Maracanã,84955000,-29.0558,-49.6856,16.0,Ativo
1744,São João Do Sul,SC,Mampituba,84990000,-29.1547,-49.8264,23.0,Ativo
1745,Arambaré,RS,Pista De Pouso Arambaré,85101000,-30.7569,-51.6242,0.0,Ativo
1746,Paraíso Do Sul,RS,Arroio Barriga,85203000,-29.6936,-53.0492,0.0,Ativo
1747,Restinga Seca,RS,Ponte Vacacaí Mirim CPRM,85438510,-29.8011,-53.3681,0.0,Ativo
1748,São Gabriel,RS,Ponte BR-290 Cacacaí São Gabriel,85470010,-30.3603,-54.3122,0.0,Ativo
1749,São Gabriel,RS,Passo Do Rocha,85480010,-30.2319,-53.9856,0.0,Ativo
1750,Formigueiro,RS,Passo Das Tunas,85590900,-29.9258,-53.4164,0.0,Ativo
1751,São Sepé,RS,Camping São Sepé,85623010,-30.1942,-53.5633,0.0,Ativo
1752,Cachoeira Do Sul,RS,Passo São Lourenço,85642000,-30.0078,-53.0156,15.73,Ativo
1753,Cachoeira Do Sul,RS,Passo São Lourenço Cach. Do Sul,85642005,-30.0078,-53.0164,0.0,Ativo
1754,Candelária,RS,Prop. Candelária CPRM,85734900,-29.6569,-52.7864,0.0,Ativo
1755,Sinimbu,RS,Sinimbú-Centro,85800000,-29.5014,-52.5519,0.0,Ativo
1756,Rio Pardo,RS,Rio Pardo,85900000,-29.995,-52.3756,2.0,Ativo
1757,Rio Pardo,RS,Rio Pardo,85900000,-29.995,-52.3756,2.0,Ativo
1758,Cambará Do Sul,RS,CGH Cambará Barramento,86060010,-28.9489,-50.0556,592.0,Ativo
1759,Monte Alegre Dos Campos,RS,PCH Serra Dos Cavalinhos I Barramento,86118000,-28.7964,-50.7294,489.0,Ativo
1760,Muitos Capões,RS,PCH Morro Grande Montante,86125050,-28.5486,-51.3017,641.0,Ativo
1761,Muitos Capões,RS,PCH Morro Grande Barramento,86125100,-28.5589,-51.3111,631.0,Ativo
1762,Muitos Capões,RS,PCH Morro Grande Jusante 1,86125120,-28.5719,-51.3111,578.0,Ativo
1763,Muitos Capões,RS,PCH Morro Grande Jusante 2,86125130,-28.5919,-51.3247,551.0,Ativo
1764,Jaquirana,RS,Passo Tainhas,86160000,-28.8681,-50.4561,600.0,Ativo
1765,Jaquirana,RS,Passo Tainhas Jaquirana,86160010,-28.8681,-50.4561,0.0,Ativo
1766,São Francisco De Paula,RS,PCH Cazuza Ferreira Montante,86194900,-29.0231,-50.7156,786.0,Ativo
1767,São Francisco De Paula,RS,PCH Cazuza Ferreira Alça,86195100,-29.0197,-50.7339,709.0,Ativo
1768,Caxias Do Sul,RS,PCH Criúva Barramento,86200900,-28.9653,-50.7989,0.0,Ativo
1769,Muitos Capões,RS,PCH Chimarrão Rio Santa Rita,86350000,-28.4725,-51.36,0.0,Ativo
1770,André Da Rocha,RS,PCH Jardim Montante,86390900,-28.5328,-51.4094,595.0,Ativo
1771,André Da Rocha,RS,PCH Jardim Barramento,86402000,-28.56,-51.4081,590.0,Ativo
1772,André Da Rocha,RS,PCH Jardim Jusante,86403000,-28.5692,-51.4064,556.0,Ativo
1773,Muitos Capões,RS,PCH Chimarrão Jusante,86404100,-28.6017,-51.6686,0.0,Ativo
1774,Santa Tereza,RS,Santa Tereza,86472600,-29.1781,-51.7322,0.0,Ativo
1775,Guaporé,RS,PCH Autódromo Barramento,86497400,-28.8283,-51.8419,0.0,Ativo
1776,Muçum,RS,Muçum,86510000,-29.1672,-51.8686,240.0,Ativo
1777,Doutor Ricardo,RS,Santa Lúcia,86580000,-29.1197,-51.9119,46.0,Ativo
1778,Putinga,RS,PCH Salto Forqueta Alça,86743950,-29.0833,-52.2106,797.0,Ativo
1779,Forquetinha,RS,Ponte Rio Forquetinha,86746900,-29.3922,-52.0758,0.0,Ativo
1780,Bom Retiro Do Sul,RS,Bom Retiro Do Sul - Montante,86881000,-29.6081,-51.9511,1.0,Ativo
1781,Taquari,RS,Taquari,86950000,-29.8069,-51.8758,-2.0,Ativo
1782,São Jerônimo,RS,São Jerônimo,87020000,-29.9533,-51.7239,-1.39,Ativo
1783,Imbé,RS,Propriedade Imbé,87111000,-29.9689,-50.1381,0.0,Ativo
1784,Caxias Do Sul,RS,Nova Palmira,87160000,-29.3356,-51.1889,52.97,Ativo
1785,São Vendelino,RS,São Vendelino,87168000,-29.3828,-51.3689,64.91,Ativo
1786,São Sebastião Do Caí,RS,Barca Do Caí,87170000,-29.59,-51.3833,-1.0,Ativo
1787,Cidreira,RS,Corsan Cidreira,87228450,-30.1569,-50.2353,0.0,Ativo
1788,São Sebastião Do Caí,RS,Costa Do Rio Cadeia - Montante,87230000,-29.5906,-51.3136,2.58,Ativo
1789,Rolante,RS,Mata Olho Rolante,87231100,-29.5803,-50.5561,0.0,Ativo
1790,Pelotas,RS,Ponte Arroio Turuçu,87237000,-31.3678,-52.2928,0.0,Ativo
1791,Viamão,RS,Lagoa Negra Pq. Itapuã Viamão,87241000,-30.38,-51.0061,0.0,Ativo
1792,Guaíba,RS,Terminal Catsul Guaíba,87242000,-30.1075,-51.3111,0.0,Ativo
1793,Barra Do Ribeiro,RS,Camping Barra Do Ribeiro,87242010,-30.3017,-51.2961,0.0,Ativo
1794,Viamão,RS,Praia Da Pedreira - Trapiche,87242020,-30.3592,-51.0464,0.0,Ativo
1795,Três Forquilhas,RS,Itati,87309010,-29.5097,-50.0911,0.0,Ativo
1796,Arroio Do Sal,RS,Lagoa De Itapeva,87313000,-29.5192,-49.9147,0.0,Ativo
1797,Maquiné,RS,Maquiné,87317020,-29.6522,-50.2092,0.0,Ativo
1798,Maquiné,RS,Maquiné,87317030,-29.6519,-50.2092,13.0,Ativo
1799,Caraá,RS,Fofonka Caraá,87318510,-29.7633,-50.4133,0.0,Ativo
1800,Santo Antônio Da Patrulha,RS,STIL Lagoa Dos Barros,87333000,-29.9094,-50.4253,7.0,Ativo
1801,Rolante,RS,Alto Rolante,87350000,-29.645,-50.5106,46.0,Ativo
1802,São Leopoldo,RS,São Leopoldo,87382000,-29.7589,-51.1483,-0.42,Ativo
1803,São Leopoldo,RS,São Leopoldo,87382000,-29.7589,-51.1483,-0.42,Ativo
1804,Arroio Dos Ratos,RS,Camping Arroio Dos Ratos,87390070,-30.13,-51.7331,0.0,Ativo
1805,Glorinha,RS,4 Irmãos Canal Gravataí,87398750,-29.9803,-50.7439,0.2,Ativo
1806,Glorinha,RS,4 Irmãos Canal Gravataí,87398750,-29.9803,-50.7439,0.2,Ativo
1807,Gravataí,RS,Passo Das Canoas - Auxiliar,87399000,-29.9644,-50.9778,0.0,Ativo
1808,Alvorada,RS,Corsan Alvorada,87401750,-29.9683,-51.0367,12.0,Ativo
1809,Dom Pedrito,RS,Ponte Ponche Verde / Dom Pedrito,87409000,-31.1475,-54.7594,0.0,Ativo
1810,Tavares,RS,Lagoa Do Peixe,87420360,-31.2608,-50.9683,0.0,Ativo
1811,Capivari Do Sul,RS,Parque P.M. Capivari Do Sul,87510015,-30.1544,-50.5528,0.0,Ativo
1812,Palmares Do Sul,RS,Palmares Do Sul,87510020,-30.2658,-50.5164,0.0,Ativo
1813,Mostardas,RS,Porto Barquinho,87510040,-31.0542,-50.9942,0.0,Ativo
1814,Arambaré,RS,Ancoradouro Marina Arambaré,87540010,-30.9108,-51.4964,0.0,Ativo
1815,Bagé,RS,Ponte Camaquã Chico,87550050,-30.9083,-53.8206,0.0,Ativo
1816,Santa Vitória Do Palmar,RS,Geribatu,88009000,-33.5022,-53.1478,0.0,Ativo
1817,Santa Vitória Do Palmar,RS,Darci Zanetti 1º Levante,88050010,-33.485,-53.4092,0.0,Ativo
1818,Rio Grande,RS,Taim Mangueira,88060200,-32.5408,-52.5394,0.0,Ativo
1819,Rio Grande,RS,Taim Mirim,88060210,-32.5397,-52.5392,0.0,Ativo
1820,Santa Vitória Do Palmar,RS,Gastaud Mangueira,88150900,-32.8336,-52.6436,0.0,Ativo
1821,Cerrito,RS,Cerrito / Pedro Osório,88365010,-31.86,-52.8167,0.0,Ativo
1822,Arroio Grande,RS,Corsan Arroio Grande,88370150,-32.2394,-53.0897,0.0,Ativo
1823,Cerrito,RS,Ponte Do Império Piratini,88550010,-31.7192,-52.9008,0.0,Ativo
1824,Herval,RS,Cerro Chato Herval (CPRM),88575050,-31.865,-53.2689,0.0,Ativo
1825,Capão Do Leão,RS,Eclusa São Gonçalo,88690050,-31.8111,-52.3892,0.0,Ativo
1826,Arroio Grande,RS,Santa Isabel CGH (UFPeL),88700010,-32.1189,-52.5936,0.0,Ativo
1827,União Da Vitória,PR,Estacao Teste Resolucao 99999999,99999999,-26.3936,-51.3936,670.0,Ativo
